CRUISE_PLAN,LAST_DATE_UPDATED,SHIP_NAME,WATER_BODY,CSN,LATITUDE,LONGITUDE,PSN,SOUNDING,STN_DATE,CODE,DEPTH_FROM,DEPTH_TO,DETECTION,FLAG,SEQ_NO,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,4,471247,-853800,23,129.8,2016-05-26 02:52:00,5,12.10,.00,,,0,200.000000,VOLUME,SAMPLE VOLUME COLLECTED,LITRES,47.21306,-85.63333
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,4,471247,-853800,23,129.8,2016-05-26 02:52:00,5,12.10,.00,,,1,200.000000,VOLUME,SAMPLE VOLUME COLLECTED,LITRES,47.21306,-85.63333
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,21,471220,-893957,169,200.9,2016-05-28 23:04:00,5,12.10,.00,,,0,200.000000,VOLUME,SAMPLE VOLUME COLLECTED,LITRES,47.20556,-89.66583
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,21,471220,-893957,169,200.9,2016-05-28 23:04:00,5,12.10,.00,,,1,200.000000,VOLUME,SAMPLE VOLUME COLLECTED,LITRES,47.20556,-89.66583
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,1,463234,-844452,2,98.87,2016-05-25 18:55:00,6,1.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,46.54278,-84.74778
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,1,463234,-844452,2,98.87,2016-05-25 18:55:00,6,50.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,46.54278,-84.74778
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,1,463234,-844452,2,98.87,2016-05-25 18:55:00,6,88.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,46.54278,-84.74778
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,1,463234,-844452,2,98.87,2016-05-25 18:55:00,6,96.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,46.54278,-84.74778
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,2,464356,-844735,5,137.5,2016-05-25 21:04:00,6,1.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,46.73222,-84.79306
201603001,2018-05-15 10:29:00,CCGS LIMNOS,LAKE SUPERIOR,3,470213,-850610,12,167.4,2016-05-25 23:53:00,6,1.00,.00,,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,47.03694,-85.10278
