CRUISE_PLAN,LAST_DATE_UPDATED,SHIP_NAME,WATER_BODY,CSN,LATITUDE,LONGITUDE,PSN,SOUNDING,STN_DATE,CODE,DEPTH_FROM,DEPTH_TO,DETECTION,FLAG,SEQ_NO,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,1,453140,-814010,35,34.7,2014-05-11 19:35:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.52778,-81.66944
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,2,454232,-813712,36,51.8,2014-05-11 21:00:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.70889,-81.62000
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,3,455447,-813544,42,23.3,2014-05-11 23:00:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.91306,-81.59556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,3,455447,-813544,42,23.3,2014-05-11 23:00:00,6,13.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.91306,-81.59556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,3,455447,-813544,42,23.3,2014-05-11 23:00:00,6,21.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.91306,-81.59556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,4,455224,-811530,39,27.2,2014-05-12 01:20:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.87333,-81.25833
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,5,455200,-810000,27,12.2,2014-05-12 02:50:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.86667,-81.00000
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,5,455200,-810000,27,12.2,2014-05-12 02:50:00,6,1.00,.00,0.00000000,,1,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.86667,-81.00000
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,5,455200,-810000,27,12.2,2014-05-12 02:50:00,6,10.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.86667,-81.00000
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,6,455001,-805400,26,20.5,2014-05-12 03:50:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.83361,-80.90000
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,7,454044,-805021,24,39.7,2014-05-12 05:05:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.67889,-80.83917
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,8,453501,-810459,29,42.7,2014-05-12 06:50:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.58361,-81.08306
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,8,453501,-810459,29,42.7,2014-05-12 06:50:00,6,40.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.58361,-81.08306
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,9,452153,-811126,21,85.4,2014-05-12 09:00:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.36472,-81.19056
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,10,451442,-805232,17,77.6,2014-05-12 11:00:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.24500,-80.87556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,10,451442,-805232,17,77.6,2014-05-12 11:00:00,6,1.00,.00,0.00000000,,1,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.24500,-80.87556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,10,451442,-805232,17,77.6,2014-05-12 11:00:00,6,50.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.24500,-80.87556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,10,451442,-805232,17,77.6,2014-05-12 11:00:00,6,67.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.24500,-80.87556
201405001,2014-12-03 10:26:42,CCGS LIMNOS,GEORGIAN BAY,10,451442,-805232,17,77.6,2014-05-12 11:00:00,6,75.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,45.24500,-80.87556
