CRUISE_PLAN,LAST_DATE_UPDATED,SHIP_NAME,WATER_BODY,CSN,LATITUDE,LONGITUDE,PSN,SOUNDING,STN_DATE,CODE,DEPTH_FROM,DEPTH_TO,DETECTION,FLAG,SEQ_NO,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,1,430245,-822449,1167,6.5,2003-05-14 19:06:00,30,.00,.00,,,0,6.500000,SECCHI,SECCHI DISC DEPTH,METRE,43.04583,-82.41361
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,2,430522,-822334,1,11.0,2003-05-14 19:49:00,30,.00,.00,,,0,10.500000,SECCHI,SECCHI DISC DEPTH,METRE,43.08944,-82.39278
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,3,433800,-821259,9,58.6,2003-05-14 23:44:00,30,.00,.00,,,0,12.000000,SECCHI,SECCHI DISC DEPTH,METRE,43.63333,-82.21639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,6,453100,-832459,54,131.6,2003-05-15 13:24:00,30,.00,.00,,,0,9.000000,SECCHI,SECCHI DISC DEPTH,METRE,45.51667,-83.41639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,7,454500,-835501,61,116.0,2003-05-15 16:39:00,30,.00,.00,,,0,12.000000,SECCHI,SECCHI DISC DEPTH,METRE,45.75000,-83.91694
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,1,430245,-822449,1167,6.5,2003-05-14 19:06:00,31,.00,.00,,,0,4.000000,FOREL-UL,SECCHI DISC COLOUR,SCALE,43.04583,-82.41361
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,2,430522,-822334,1,11.0,2003-05-14 19:49:00,31,.00,.00,,,0,3.000000,FOREL-UL,SECCHI DISC COLOUR,SCALE,43.08944,-82.39278
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,3,433800,-821259,9,58.6,2003-05-14 23:44:00,31,.00,.00,,,0,13.000000,FOREL-UL,SECCHI DISC COLOUR,SCALE,43.63333,-82.21639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,6,453100,-832459,54,131.6,2003-05-15 13:24:00,31,.00,.00,,,0,5.000000,FOREL-UL,SECCHI DISC COLOUR,SCALE,45.51667,-83.41639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,7,454500,-835501,61,116.0,2003-05-15 16:39:00,31,.00,.00,,,0,4.000000,FOREL-UL,SECCHI DISC COLOUR,SCALE,45.75000,-83.91694
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,1,430245,-822449,1167,6.5,2003-05-14 19:06:00,100,.00,.00,,,0,9.000000,TEMP,TEMPERATURE (OF WATER),DEG C,43.04583,-82.41361
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,2,430522,-822334,1,11.0,2003-05-14 19:49:00,100,.00,.00,,,0,7.300000,TEMP,TEMPERATURE (OF WATER),DEG C,43.08944,-82.39278
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,3,433800,-821259,9,58.6,2003-05-14 23:44:00,100,.00,.00,,,0,2.900000,TEMP,TEMPERATURE (OF WATER),DEG C,43.63333,-82.21639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,4,442712,-822032,32,80.0,2003-05-15 04:53:00,100,.00,.00,,,0,3.100000,TEMP,TEMPERATURE (OF WATER),DEG C,44.45333,-82.34222
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,5,450059,-824108,44,164.8,2003-05-15 09:01:00,100,.00,.00,,,0,2.100000,TEMP,TEMPERATURE (OF WATER),DEG C,45.01639,-82.68556
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,6,453100,-832459,54,131.6,2003-05-15 13:24:00,100,.00,.00,,,0,2.200000,TEMP,TEMPERATURE (OF WATER),DEG C,45.51667,-83.41639
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,7,454500,-835501,61,116.0,2003-05-15 16:39:00,100,.00,.00,,,0,6.100000,TEMP,TEMPERATURE (OF WATER),DEG C,45.75000,-83.91694
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,.00,.00,0.00000000,,0,2.630000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,.50,.00,0.00000000,,0,2.610000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,1.00,.00,0.00000000,,0,2.600000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,1.50,.00,0.00000000,,0,2.600000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,2.00,.00,0.00000000,,0,2.600000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,2.50,.00,0.00000000,,0,2.570000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,3.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,3.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,4.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,4.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,5.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,5.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,6.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,6.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,7.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,7.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,8.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,8.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,9.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,9.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,10.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,10.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,11.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,11.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,12.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,12.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,13.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,13.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,14.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,14.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,15.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,15.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,16.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,16.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,17.00,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,17.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,18.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,18.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,19.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,19.50,.00,0.00000000,,0,2.540000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,20.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,20.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,21.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,21.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,22.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,22.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,23.00,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
200302003,2003-06-10 00:00:00,CCGS LIMNOS,LAKE HURON,8,454500,-835500,61,116.3,2003-05-23 21:41:00,102,23.50,.00,0.00000000,,0,2.550000,T PROF,"TEMPERATURE PROFILER, WQP",DEG C,45.75000,-83.91667
