CRUISE_PLAN,LAST_DATE_UPDATED,SHIP_NAME,WATER_BODY,CSN,LATITUDE,LONGITUDE,PSN,SOUNDING,STN_DATE,CODE,DEPTH_FROM,DEPTH_TO,DETECTION,FLAG,SEQ_NO,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,1,424914,-793319,1236,16,2012-04-25 11:16:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.82056,-79.55528
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,1,424914,-793319,1236,16,2012-04-25 11:16:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.82056,-79.55528
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,1,424914,-793319,1236,16,2012-04-25 11:16:00,100,.00,.00,0.00000000,,0,6.800000,TEMP,TEMPERATURE (OF WATER),DEG C,42.82056,-79.55528
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,1,424914,-793319,1236,16,2012-04-25 11:16:00,124,1.00,.00,0.00000000,,0,87.000000,TRANS,TRANSPARENCY,PERCENT,42.82056,-79.55528
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,2,424812,-793452,453,18.8,2012-04-25 11:50:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.80333,-79.58111
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,2,424812,-793452,453,18.8,2012-04-25 11:50:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.80333,-79.58111
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,2,424812,-793452,453,18.8,2012-04-25 11:50:00,100,.00,.00,0.00000000,,0,6.000000,TEMP,TEMPERATURE (OF WATER),DEG C,42.80333,-79.58111
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,2,424812,-793452,453,18.8,2012-04-25 11:50:00,124,1.00,.00,0.00000000,,0,83.000000,TRANS,TRANSPARENCY,PERCENT,42.80333,-79.58111
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,3,425044,-793424,67,9,2012-04-25 12:39:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.84556,-79.57333
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,3,425044,-793424,67,9,2012-04-25 12:39:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.84556,-79.57333
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,3,425044,-793424,67,9,2012-04-25 12:39:00,30,.00,.00,0.00000000,,0,8.000000,SECCHI,SECCHI DISC DEPTH,METRE,42.84556,-79.57333
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,3,425044,-793424,67,9,2012-04-25 12:39:00,100,.00,.00,0.00000000,,0,7.000000,TEMP,TEMPERATURE (OF WATER),DEG C,42.84556,-79.57333
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,3,425044,-793424,67,9,2012-04-25 12:39:00,124,1.00,.00,0.00000000,,0,84.000000,TRANS,TRANSPARENCY,PERCENT,42.84556,-79.57333
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,4,425103,-793446,1286,6,2012-04-25 13:42:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.85083,-79.57944
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,4,425103,-793446,1286,6,2012-04-25 13:42:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.85083,-79.57944
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,4,425103,-793446,1286,6,2012-04-25 13:42:00,100,.00,.00,0.00000000,,0,7.200000,TEMP,TEMPERATURE (OF WATER),DEG C,42.85083,-79.57944
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,4,425103,-793446,1286,6,2012-04-25 13:42:00,124,1.00,.00,0.00000000,,0,56.000000,TRANS,TRANSPARENCY,PERCENT,42.85083,-79.57944
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,5,425037,-793514,486,9,2012-04-25 14:17:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.84361,-79.58722
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,5,425037,-793514,486,9,2012-04-25 14:17:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.84361,-79.58722
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,5,425037,-793514,486,9,2012-04-25 14:17:00,30,.00,.00,0.00000000,,0,6.500000,SECCHI,SECCHI DISC DEPTH,METRE,42.84361,-79.58722
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,5,425037,-793514,486,9,2012-04-25 14:17:00,100,.00,.00,0.00000000,,0,7.000000,TEMP,TEMPERATURE (OF WATER),DEG C,42.84361,-79.58722
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,5,425037,-793514,486,9,2012-04-25 14:17:00,124,1.00,.00,0.00000000,,0,85.000000,TRANS,TRANSPARENCY,PERCENT,42.84361,-79.58722
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,6,424927,-793613,12,14.3,2012-04-25 15:41:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.82417,-79.60361
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,6,424927,-793613,12,14.3,2012-04-25 15:41:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.82417,-79.60361
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,6,424927,-793613,12,14.3,2012-04-25 15:41:00,30,.00,.00,0.00000000,,0,8.000000,SECCHI,SECCHI DISC DEPTH,METRE,42.82417,-79.60361
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,6,424927,-793613,12,14.3,2012-04-25 15:41:00,100,.00,.00,0.00000000,,0,7.000000,TEMP,TEMPERATURE (OF WATER),DEG C,42.82417,-79.60361
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,6,424927,-793613,12,14.3,2012-04-25 15:41:00,124,1.00,.00,0.00000000,,0,83.000000,TRANS,TRANSPARENCY,PERCENT,42.82417,-79.60361
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,6,.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,6,1.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,6,51.00,.00,0.00000000,,0,1.000000,TPL,TEMPERATURE PROFILE LOCATION,,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,30,.00,.00,0.00000000,,0,12.000000,SECCHI,SECCHI DISC DEPTH,METRE,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,100,.00,.00,0.00000000,,0,5.000000,TEMP,TEMPERATURE (OF WATER),DEG C,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,104,1.00,.00,0.00000000,,0,5.290000,T EBT,TEMPERATURE EBT,DEG C,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,104,51.00,.00,0.00000000,,0,5.010000,T EBT,TEMPERATURE EBT,DEG C,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,124,1.00,.00,0.00000000,,0,88.000000,TRANS,TRANSPARENCY,PERCENT,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,226,4.00,.00,0.10000000,,0,2.300000,D ORG C,"CARBON,DISSOLVED ORGANIC",MG C/L,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,236,4.00,.00,0.20000000,,0,21.500000,D.I.C,DISSOLVED INORGANIC CARBON,MG C/L,42.58194,-79.92139
201201001,2013-02-11 14:18:58,CCGS LIMNOS,LAKE ERIE,7,423455,-795517,452,53.2,2012-04-25 18:40:00,245,1.00,.00,0.00000000,,0,12.850000,D 02 W,"OXYGEN,CONCENTRATION DISSOLVED",MG 02/L,42.58194,-79.92139
