WATER_BODY,PSN,STN_DATE,YEAR,SEASON,PARAMETER_CLASS,CODE,ABBREV,FULL_NAME,VALUE_REPORTED,UNITS_REPORTED,VALUE_MG_L,FLAG,DETECTION,DEPTH_FROM,DEPTH_TO,LATITUDE_DD,LONGITUDE_DD
LAKE HURON,64,2007-05-06 18:02:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,1.00,.00,45.81333,-84.75611
LAKE HURON,64,2007-05-06 18:02:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002500,MG P/L,0.0025,,0.00050000,1.00,.00,45.81333,-84.75611
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,1.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,1.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.001500,MG P/L,0.0015,,0.00050000,999.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,1.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,45.86389,-84.29694
LAKE HURON,66,2007-05-06 20:28:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002400,MG P/L,0.0024,,0.00050000,999.00,.00,45.86389,-84.29694
LAKE HURON,69,2007-05-07 00:38:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.007800,MG P/L,0.0078,,0.00050000,1.00,.00,46.07722,-84.02722
LAKE HURON,69,2007-05-07 00:38:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002300,MG P/L,0.0023,,0.00050000,1.00,.00,46.07722,-84.02722
LAKE HURON,7,2007-05-03 22:50:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004400,MG P/L,0.0044,,0.00050000,1.00,.00,43.34139,-82.50667
LAKE HURON,7,2007-05-03 22:50:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001700,MG P/L,0.0017,,0.00050000,1.00,.00,43.34139,-82.50667
LAKE HURON,71,2007-05-07 03:23:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.005600,MG P/L,0.0056,,0.00050000,1.00,.00,46.23250,-83.74806
LAKE HURON,71,2007-05-07 03:23:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002800,MG P/L,0.0028,,0.00050000,1.00,.00,46.23250,-83.74806
LAKE HURON,77,2007-05-07 07:27:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003000,MG P/L,0.003,,0.00050000,1.00,.00,45.97167,-83.19917
LAKE HURON,77,2007-05-07 07:27:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002000,MG P/L,0.002,,0.00050000,1.00,.00,45.97167,-83.19917
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003900,MG P/L,0.0039,,0.00050000,1.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003600,MG P/L,0.0036,,0.00050000,1.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,999.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002600,MG P/L,0.0026,,0.00050000,1.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,43.84694,-81.79333
LAKE HURON,807,2007-05-11 03:45:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,999.00,.00,43.84694,-81.79333
LAKE HURON,808,2007-05-11 05:02:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,1.00,.00,43.85611,-81.85944
LAKE HURON,808,2007-05-11 05:02:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001700,MG P/L,0.0017,,0.00050000,1.00,.00,43.85611,-81.85944
LAKE HURON,809,2007-05-11 06:20:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,1.00,.00,43.86917,-81.94417
LAKE HURON,809,2007-05-11 06:20:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.006100,MG P/L,0.0061,,0.00050000,1.00,.00,43.86917,-81.94417
LAKE HURON,810,2007-05-10 18:18:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,44.65444,-81.31389
LAKE HURON,810,2007-05-10 18:18:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001800,MG P/L,0.0018,,0.00050000,1.00,.00,44.65444,-81.31389
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002100,MG P/L,0.0021,,0.00050000,1.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,1.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,999.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,1.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,1.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,44.66722,-81.47278
LAKE HURON,811,2007-05-10 15:52:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000800,MG P/L,0.0008,,0.00050000,999.00,.00,44.66722,-81.47278
LAKE HURON,812,2007-05-10 14:26:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.001800,MG P/L,0.0018,,0.00050000,1.00,.00,44.67361,-81.58917
LAKE HURON,812,2007-05-10 14:26:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001700,MG P/L,0.0017,,0.00050000,1.00,.00,44.67361,-81.58917
LAKE HURON,82,2007-05-07 10:42:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003300,MG P/L,0.0033,,0.00050000,1.00,.00,45.93778,-82.75778
LAKE HURON,82,2007-05-07 10:42:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,45.93778,-82.75778
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003700,MG P/L,0.0037,,0.00050000,1.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003800,MG P/L,0.0038,,0.00050000,1.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,,0.00050000,998.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.000500,MG P/L,0.0005,<,0.00050000,999.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002100,MG P/L,0.0021,,0.00050000,1.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,1.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000500,MG P/L,0.0005,<,0.00050000,998.00,.00,46.09222,-82.55750
LAKE HURON,84,2007-05-07 12:19:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000700,MG P/L,0.0007,,0.00050000,999.00,.00,46.09222,-82.55750
LAKE HURON,87,2007-05-07 14:37:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003200,MG P/L,0.0032,,0.00050000,1.00,.00,46.06167,-82.19889
LAKE HURON,87,2007-05-07 14:37:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,46.06167,-82.19889
LAKE HURON,89,2007-05-07 16:07:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003400,MG P/L,0.0034,,0.00050000,1.00,.00,45.91778,-82.16167
LAKE HURON,89,2007-05-07 16:07:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001900,MG P/L,0.0019,,0.00050000,1.00,.00,45.91778,-82.16167
LAKE HURON,9,2007-05-04 01:33:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.006800,MG P/L,0.0068,,0.00050000,1.00,.00,43.63306,-82.21722
LAKE HURON,9,2007-05-04 01:33:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002200,MG P/L,0.0022,,0.00050000,1.00,.00,43.63306,-82.21722
LAKE HURON,94,2007-05-04 16:10:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,1.00,.00,44.06889,-83.08167
LAKE HURON,94,2007-05-04 16:10:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002000,MG P/L,0.002,,0.00050000,1.00,.00,44.06889,-83.08167
LAKE HURON,95,2007-05-05 02:16:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002000,MG P/L,0.002,,0.00050000,1.00,.00,44.21167,-83.37194
LAKE HURON,95,2007-05-05 02:16:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002700,MG P/L,0.0027,,0.00050000,1.00,.00,44.21167,-83.37194
LAKE HURON,98,2007-05-04 19:31:00,2007,Spring,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.008000,MG P/L,0.008,,0.00050000,1.00,.00,43.97583,-83.57667
LAKE HURON,98,2007-05-04 19:31:00,2007,Spring,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.004700,MG P/L,0.0047,,0.00050000,1.00,.00,43.97583,-83.57667
LAKE HURON,1,2007-07-30 19:32:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002400,MG P/L,0.0024,,0.00050000,1.00,.00,43.08944,-82.39222
LAKE HURON,1,2007-07-30 19:32:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,8.50,.00,43.08944,-82.39222
LAKE HURON,1,2007-07-30 19:32:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002400,MG P/L,0.0024,,0.00050000,1.00,.00,43.08944,-82.39222
LAKE HURON,1,2007-07-30 19:32:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,8.50,.00,43.08944,-82.39222
LAKE HURON,1,2007-10-01 19:55:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003800,MG P/L,0.0038,,0.00050000,1.00,.00,43.08917,-82.39222
LAKE HURON,1,2007-10-01 19:55:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004800,MG P/L,0.0048,,0.00050000,8.50,.00,43.08917,-82.39222
LAKE HURON,1,2007-10-01 19:55:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003400,MG P/L,0.0034,,0.00050000,1.00,.00,43.08917,-82.39222
LAKE HURON,1,2007-10-01 19:55:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002800,MG P/L,0.0028,,0.00050000,8.50,.00,43.08917,-82.39222
LAKE HURON,10,2007-10-10 23:29:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004700,MG P/L,0.0047,,0.00050000,1.00,.00,43.75278,-81.78194
LAKE HURON,10,2007-10-10 23:29:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003200,MG P/L,0.0032,,0.00050000,1.00,.00,43.75278,-81.78194
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.015000,MG P/L,0.015,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.014400,MG P/L,0.0144,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.013200,MG P/L,0.0132,,0.00050000,5.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003500,MG P/L,0.0035,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.004200,MG P/L,0.0042,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-07-31 15:43:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.004100,MG P/L,0.0041,,0.00050000,5.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.019700,MG P/L,0.0197,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.019600,MG P/L,0.0196,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.020600,MG P/L,0.0206,,0.00050000,5.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.006700,MG P/L,0.0067,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.005000,MG P/L,0.005,,0.00050000,1.00,.00,43.82528,-83.81667
LAKE HURON,100,2007-10-02 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.005200,MG P/L,0.0052,,0.00050000,5.00,.00,43.82528,-83.81667
LAKE HURON,101,2007-07-31 17:24:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.006500,MG P/L,0.0065,,0.00050000,1.00,.00,43.82056,-83.62444
LAKE HURON,101,2007-07-31 17:24:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.006800,MG P/L,0.0068,,0.00050000,4.00,.00,43.82056,-83.62444
LAKE HURON,101,2007-07-31 17:24:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003000,MG P/L,0.003,,0.00050000,1.00,.00,43.82056,-83.62444
LAKE HURON,101,2007-07-31 17:24:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002300,MG P/L,0.0023,,0.00050000,4.00,.00,43.82056,-83.62444
LAKE HURON,101,2007-10-02 23:14:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.012500,MG P/L,0.0125,,0.00050000,1.00,.00,43.82056,-83.62500
LAKE HURON,101,2007-10-02 23:14:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.014400,MG P/L,0.0144,,0.00050000,4.00,.00,43.82056,-83.62500
LAKE HURON,101,2007-10-02 23:14:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003700,MG P/L,0.0037,,0.00050000,1.00,.00,43.82056,-83.62500
LAKE HURON,101,2007-10-02 23:14:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003600,MG P/L,0.0036,,0.00050000,4.00,.00,43.82056,-83.62500
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,1.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002400,MG P/L,0.0024,,0.00050000,1.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,9.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001400,MG P/L,0.0014,,0.00050000,1.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,1.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-08-08 20:22:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,9.00,.00,43.95611,-81.78583
LAKE HURON,11,2007-10-10 16:39:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004400,MG P/L,0.0044,,0.00050000,1.00,.00,43.95750,-81.78639
LAKE HURON,11,2007-10-10 16:39:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003600,MG P/L,0.0036,,0.00050000,9.00,.00,43.95750,-81.78639
LAKE HURON,11,2007-10-10 16:39:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001100,MG P/L,0.0011,,0.00050000,1.00,.00,43.95750,-81.78639
LAKE HURON,11,2007-10-10 16:39:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,9.00,.00,43.95750,-81.78639
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002000,MG P/L,0.002,,0.00050000,1.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002100,MG P/L,0.0021,,0.00050000,12.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003000,MG P/L,0.003,,0.00050000,37.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,63.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002600,MG P/L,0.0026,,0.00050000,77.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003300,MG P/L,0.0033,,0.00050000,85.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,1.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001600,MG P/L,0.0016,,0.00050000,12.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,37.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001200,MG P/L,0.0012,,0.00050000,63.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001300,MG P/L,0.0013,,0.00050000,77.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-08-09 01:03:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,85.00,.00,43.89028,-82.05722
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004200,MG P/L,0.0042,,0.00050000,1.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002300,MG P/L,0.0023,,0.00050000,24.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.002800,MG P/L,0.0028,,0.00050000,32.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.004100,MG P/L,0.0041,,0.00050000,39.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,77.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003900,MG P/L,0.0039,,0.00050000,85.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002600,MG P/L,0.0026,,0.00050000,1.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.004000,MG P/L,0.004,,0.00050000,24.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002700,MG P/L,0.0027,,0.00050000,32.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.027300,MG P/L,0.0273,,0.00050000,39.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.001500,MG P/L,0.0015,,0.00050000,77.00,.00,43.88917,-82.05556
LAKE HURON,12,2007-10-10 21:28:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.003800,MG P/L,0.0038,,0.00050000,85.00,.00,43.88917,-82.05556
LAKE HURON,13,2007-07-31 01:14:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.001800,MG P/L,0.0018,,0.00050000,1.00,.00,43.75333,-82.56778
LAKE HURON,13,2007-07-31 01:14:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003100,MG P/L,0.0031,,0.00050000,7.00,.00,43.75333,-82.56778
LAKE HURON,13,2007-07-31 01:14:00,2007,Summer,Total phosphorus,260,TP,"PHOSPHOROUS,TOTAL",.003300,MG P/L,0.0033,,0.00050000,15.00,.00,43.75333,-82.56778
LAKE HURON,13,2007-07-31 01:14:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.000900,MG P/L,0.0009,,0.00050000,1.00,.00,43.75333,-82.56778
LAKE HURON,13,2007-07-31 01:14:00,2007,Summer,Total phosphorus,264,TF P,"PHOSPHORUS,TOTAL FILTERED",.002500,MG P/L,0.0025,,0.00050000,7.00,.00,43.75333,-82.56778
