WATER_BODY,PSN,STN_DATE,YEAR,SEASON,PARAMETER_CLASS,CODE,ABBREV,FULL_NAME,VALUE_REPORTED,UNITS_REPORTED,VALUE_MG_L,FLAG,DETECTION,DEPTH_FROM,DEPTH_TO,LATITUDE_DD,LONGITUDE_DD
LAKE ERIE,961,2014-07-26 16:34:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000400,MG/L,0.0004,,0.00020000,12.50,.00,41.90833,-82.18333
LAKE ERIE,961,2014-07-26 16:34:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,18.50,.00,41.90833,-82.18333
LAKE ERIE,962,2014-07-22 15:51:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,1.00,.00,41.71639,-82.18361
LAKE ERIE,962,2014-07-22 15:51:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,11.00,.00,41.71639,-82.18361
LAKE ERIE,962,2014-07-22 15:51:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,13.50,.00,41.71639,-82.18361
LAKE ERIE,962,2014-07-22 15:51:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,15.00,.00,41.71639,-82.18361
LAKE ERIE,962,2014-07-22 15:51:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,17.00,.00,41.71639,-82.18361
LAKE ERIE,963,2014-07-22 14:15:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,1.00,.00,41.57500,-82.18333
LAKE ERIE,963,2014-07-22 14:15:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,11.00,.00,41.57500,-82.18333
LAKE ERIE,963,2014-07-22 14:15:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,13.00,.00,41.57500,-82.18333
LAKE ERIE,964,2014-07-22 13:09:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,1.00,.00,41.48306,-82.18306
LAKE ERIE,964,2014-07-22 13:09:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,7.50,.00,41.48306,-82.18306
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,1.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,1.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,8.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,10.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,12.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000400,MG/L,0.0004,,0.00020000,998.00,.00,41.49972,-82.50000
LAKE ERIE,965,2014-07-22 10:47:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,999.00,.00,41.49972,-82.50000
LAKE ERIE,966,2014-07-27 02:02:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,1.00,.00,41.98333,-82.62500
LAKE ERIE,966,2014-07-27 02:02:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,5.00,.00,41.98333,-82.62500
LAKE ERIE,966,2014-07-27 02:02:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.001000,MG/L,0.001,,0.00020000,8.00,.00,41.98333,-82.62500
LAKE ERIE,967,2014-07-27 00:48:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000500,MG/L,0.0005,,0.00020000,1.00,.00,41.89167,-82.66694
LAKE ERIE,967,2014-07-27 00:48:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,1.00,.00,41.89167,-82.66694
LAKE ERIE,967,2014-07-27 00:48:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,9.00,.00,41.89167,-82.66694
LAKE ERIE,967,2014-07-27 00:48:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,,0.00020000,998.00,.00,41.89167,-82.66694
LAKE ERIE,967,2014-07-27 00:48:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000700,MG/L,0.0007,,0.00020000,999.00,.00,41.89167,-82.66694
LAKE ERIE,968,2014-07-26 23:08:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.002700,MG/L,0.0027,,0.00020000,1.00,.00,41.74083,-82.73278
LAKE ERIE,968,2014-07-26 23:08:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,,0.00020000,8.00,.00,41.74083,-82.73278
LAKE ERIE,969,2014-07-22 06:59:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000900,MG/L,0.0009,,0.00020000,1.00,.00,41.60833,-82.92472
LAKE ERIE,969,2014-07-22 06:59:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,5.50,.00,41.60833,-82.92472
LAKE ERIE,970,2014-07-27 12:13:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000300,MG/L,0.0003,,0.00020000,1.00,.00,41.82528,-82.97472
LAKE ERIE,970,2014-07-27 12:13:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000200,MG/L,0.0002,<,0.00020000,8.00,.00,41.82528,-82.97472
LAKE ERIE,971,2014-07-21 20:57:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000300,MG/L,0.0003,,0.00020000,1.00,.00,41.94889,-83.05056
LAKE ERIE,971,2014-07-21 20:57:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,7.00,.00,41.94889,-83.05056
LAKE ERIE,972,2014-07-21 23:41:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,1.00,.00,41.86667,-83.20000
LAKE ERIE,972,2014-07-21 23:41:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.001800,MG/L,0.0018,,0.00020000,6.00,.00,41.86667,-83.20000
LAKE ERIE,973,2014-07-22 02:05:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000900,MG/L,0.0009,,0.00020000,1.00,.00,41.79167,-83.33306
LAKE ERIE,973,2014-07-22 02:05:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000800,MG/L,0.0008,,0.00020000,1.00,.00,41.79167,-83.33306
LAKE ERIE,973,2014-07-22 02:05:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,4.00,.00,41.79167,-83.33306
LAKE ERIE,974,2014-07-22 04:21:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000600,MG/L,0.0006,,0.00020000,1.00,.00,41.72417,-83.15028
LAKE ERIE,974,2014-07-22 04:21:00,2014,Summer,"Phosphorus, soluble reactive",1838,SRP-P-F,SOLUBLE REACTIVE PHOSPHOROUS,.000900,MG/L,0.0009,,0.00020000,6.00,.00,41.72417,-83.15028
LAKE ERIE,1048,2014-07-23 17:37:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.000500,MG/L,0.0005,,0.00050000,998.00,.00,42.18056,-80.39306
LAKE ERIE,1048,2014-07-23 17:37:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.000500,MG/L,0.0005,<,0.00050000,998.00,.00,42.18056,-80.39306
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005400,MG/L,0.0054,,0.00050000,1.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005500,MG/L,0.0055,,0.00050000,1.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005900,MG/L,0.0059,,0.00050000,14.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.000500,MG/L,0.0005,<,0.00050000,998.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.000500,MG/L,0.0005,<,0.00050000,999.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003000,MG/L,0.003,,0.00050000,1.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003200,MG/L,0.0032,,0.00050000,1.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003000,MG/L,0.003,,0.00050000,14.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.000500,MG/L,0.0005,<,0.00050000,998.00,.00,42.81056,-79.56472
LAKE ERIE,1236,2014-07-24 20:29:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.000500,MG/L,0.0005,<,0.00050000,999.00,.00,42.81056,-79.56472
LAKE ERIE,1237,2014-07-24 19:42:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006200,MG/L,0.0062,,0.00050000,1.00,.00,42.76583,-79.55583
LAKE ERIE,1237,2014-07-24 19:42:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005000,MG/L,0.005,,0.00050000,18.00,.00,42.76583,-79.55583
LAKE ERIE,1237,2014-07-24 19:42:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002600,MG/L,0.0026,,0.00050000,1.00,.00,42.76583,-79.55583
LAKE ERIE,1237,2014-07-24 19:42:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002900,MG/L,0.0029,,0.00050000,18.00,.00,42.76583,-79.55583
LAKE ERIE,1238,2014-07-25 23:20:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006400,MG/L,0.0064,,0.00050000,1.00,.00,42.63222,-81.20889
LAKE ERIE,1238,2014-07-25 23:20:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.008900,MG/L,0.0089,,0.00050000,9.50,.00,42.63222,-81.20889
LAKE ERIE,1238,2014-07-25 23:20:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002400,MG/L,0.0024,,0.00050000,1.00,.00,42.63222,-81.20889
LAKE ERIE,1238,2014-07-25 23:20:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002500,MG/L,0.0025,,0.00050000,9.50,.00,42.63222,-81.20889
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.010600,MG/L,0.0106,,0.00050000,1.00,.00,42.61528,-81.20833
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005800,MG/L,0.0058,,0.00050000,1.00,.00,42.61528,-81.20833
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006000,MG/L,0.006,,0.00050000,11.00,.00,42.61528,-81.20833
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002400,MG/L,0.0024,,0.00050000,1.00,.00,42.61528,-81.20833
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002300,MG/L,0.0023,,0.00050000,1.00,.00,42.61528,-81.20833
LAKE ERIE,1239,2014-07-25 22:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002900,MG/L,0.0029,,0.00050000,11.00,.00,42.61528,-81.20833
LAKE ERIE,1240,2014-07-25 21:48:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005100,MG/L,0.0051,,0.00050000,1.00,.00,42.56972,-81.20250
LAKE ERIE,1240,2014-07-25 21:48:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.011800,MG/L,0.0118,,0.00050000,14.00,.00,42.56972,-81.20250
LAKE ERIE,1240,2014-07-25 21:48:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002400,MG/L,0.0024,,0.00050000,1.00,.00,42.56972,-81.20250
LAKE ERIE,1240,2014-07-25 21:48:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003300,MG/L,0.0033,,0.00050000,14.00,.00,42.56972,-81.20250
LAKE ERIE,1257,2014-07-26 00:01:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.012900,MG/L,0.0129,,0.00050000,1.00,.00,42.65028,-81.21028
LAKE ERIE,1257,2014-07-26 00:01:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.016400,MG/L,0.0164,,0.00050000,6.00,.00,42.65028,-81.21028
LAKE ERIE,1257,2014-07-26 00:01:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002100,MG/L,0.0021,,0.00050000,1.00,.00,42.65028,-81.21028
LAKE ERIE,1257,2014-07-26 00:01:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002000,MG/L,0.002,,0.00050000,6.00,.00,42.65028,-81.21028
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006800,MG/L,0.0068,,0.00050000,1.00,.00,42.80000,-79.69944
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006800,MG/L,0.0068,,0.00050000,12.00,.00,42.80000,-79.69944
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.008700,MG/L,0.0087,,0.00050000,15.00,.00,42.80000,-79.69944
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003300,MG/L,0.0033,,0.00050000,1.00,.00,42.80000,-79.69944
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003500,MG/L,0.0035,,0.00050000,12.00,.00,42.80000,-79.69944
LAKE ERIE,445,2014-07-25 00:26:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.004600,MG/L,0.0046,,0.00050000,15.00,.00,42.80000,-79.69944
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.008000,MG/L,0.008,,0.00050000,1.00,.00,42.76639,-79.96611
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.008700,MG/L,0.0087,,0.00050000,1.00,.00,42.76639,-79.96611
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.009100,MG/L,0.0091,,0.00050000,11.50,.00,42.76639,-79.96611
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003700,MG/L,0.0037,,0.00050000,1.00,.00,42.76639,-79.96611
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003600,MG/L,0.0036,,0.00050000,1.00,.00,42.76639,-79.96611
LAKE ERIE,449,2014-07-25 04:28:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003700,MG/L,0.0037,,0.00050000,11.50,.00,42.76639,-79.96611
LAKE ERIE,67,2014-07-24 22:22:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.013800,MG/L,0.0138,,0.00050000,1.00,.00,42.84472,-79.57500
LAKE ERIE,67,2014-07-24 22:22:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.014100,MG/L,0.0141,,0.00050000,7.00,.00,42.84472,-79.57500
LAKE ERIE,67,2014-07-24 22:22:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.004800,MG/L,0.0048,,0.00050000,1.00,.00,42.84472,-79.57500
LAKE ERIE,67,2014-07-24 22:22:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.005000,MG/L,0.005,,0.00050000,7.00,.00,42.84472,-79.57500
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007500,MG/L,0.0075,,0.00050000,1.00,.00,42.81667,-79.38278
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007800,MG/L,0.0078,,0.00050000,10.00,.00,42.81667,-79.38278
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007800,MG/L,0.0078,,0.00050000,17.50,.00,42.81667,-79.38278
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003600,MG/L,0.0036,,0.00050000,1.00,.00,42.81667,-79.38278
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003500,MG/L,0.0035,,0.00050000,10.00,.00,42.81667,-79.38278
LAKE ERIE,727,2014-07-24 17:25:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003600,MG/L,0.0036,,0.00050000,17.50,.00,42.81667,-79.38278
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007400,MG/L,0.0074,,0.00050000,1.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.001300,MG/L,0.0013,,0.00050000,1.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007500,MG/L,0.0075,,0.00050000,11.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006100,MG/L,0.0061,,0.00050000,21.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.005000,MG/L,0.005,,0.00050000,30.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.004700,MG/L,0.0047,,0.00050000,42.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006000,MG/L,0.006,,0.00050000,60.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.000500,MG/L,0.0005,<,0.00050000,998.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.011100,MG/L,0.0111,,0.00050000,999.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.005300,MG/L,0.0053,,0.00050000,1.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002200,MG/L,0.0022,,0.00050000,1.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002600,MG/L,0.0026,,0.00050000,11.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003000,MG/L,0.003,,0.00050000,21.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.003100,MG/L,0.0031,,0.00050000,30.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.004000,MG/L,0.004,,0.00050000,42.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002800,MG/L,0.0028,,0.00050000,60.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.000600,MG/L,0.0006,,0.00050000,998.00,.00,42.50667,-79.89944
LAKE ERIE,879,2014-07-24 01:35:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.000500,MG/L,0.0005,<,0.00050000,999.00,.00,42.50667,-79.89944
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.004700,MG/L,0.0047,,0.00050000,1.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.006200,MG/L,0.0062,,0.00050000,2.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.010100,MG/L,0.0101,,0.00050000,10.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.007900,MG/L,0.0079,,0.00050000,18.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2036,TP-P-UF,TOTAL PHOSPHOROUS,.011500,MG/L,0.0115,,0.00050000,22.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002500,MG/L,0.0025,,0.00050000,1.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.002600,MG/L,0.0026,,0.00050000,2.00,.00,41.93611,-81.65361
LAKE ERIE,880,2014-07-23 01:59:00,2014,Summer,Total phosphorus,2038,TP-P-F,TOTAL PHOSPHOROUS FILTERED,.006100,MG/L,0.0061,,0.00050000,10.00,.00,41.93611,-81.65361
